mobility_pair,origin,region_origin,income_origin,destination,region_destination,income_destination,r_origin,r_mobi_origin,r_coll_origin,r_mobi,r_coll,r_coll_mobi,MRot_c,r_no_coll,r_no_coll_mobi,MRot_nc,CMR_ot,MRot_all,prop_mobi,prop_coll
KR-AU,KR,East Asia & Pacific,High,AU,East Asia & Pacific,High,308842,28777,104711,626,5702,127,0.022272887,303140,499,0.001646104,13.53066709,0.002026926,0.021753484,0.054454642
BR-BE,BR,Latin America & Caribbean,Upper middle,BE,Europe & Central Asia,High,406687,33809,138687,626,5069,195,0.038469126,401618,431,0.001073159,35.84662058,0.001539267,0.01851578,0.036549929
AR-DE,AR,Latin America & Caribbean,Upper middle,DE,Europe & Central Asia,High,46807,7366,24052,621,4240,230,0.054245283,42567,391,0.009185519,5.905521643,0.013267246,0.084306272,0.176284716
SA-CA,SA,Middle East & North Africa,High,CA,North America,High,30776,5123,18245,620,2282,137,0.060035057,28494,483,0.016950937,3.541695473,0.020145568,0.121022838,0.125075363
BE-ES,BE,Europe & Central Asia,High,ES,Europe & Central Asia,High,83707,19098,54184,615,8655,226,0.026112074,75052,389,0.005183073,5.037952118,0.007347056,0.032202325,0.159733501
TW-UK,TW,East Asia & Pacific,High,UK,Europe & Central Asia,High,162345,12502,49839,612,4872,145,0.029761905,157473,467,0.002965588,10.03575252,0.00376975,0.048952168,0.09775477
US-PE,US,North America,High,PE,Latin America & Caribbean,Upper middle,2615677,243148,926952,612,5643,201,0.035619351,2610034,411,0.000157469,226.1988278,0.000233974,0.002516986,0.006087694
FR-MX,FR,Europe & Central Asia,High,MX,Latin America & Caribbean,Upper middle,376508,76371,193058,608,4063,100,0.024612355,372445,508,0.00136396,18.04478092,0.00161484,0.007961137,0.021045489
DE-HU,DE,Europe & Central Asia,High,HU,Europe & Central Asia,High,617925,99584,325627,606,10349,195,0.0188424,607576,411,0.000676459,27.85447728,0.000980702,0.006085315,0.031781763
US-QA,US,North America,High,QA,Middle East & North Africa,High,2615677,243148,926952,604,5033,132,0.026226902,2610644,472,0.000180798,145.0616642,0.000230915,0.002484084,0.005429623
MY-ID,MY,East Asia & Pacific,Upper middle,ID,East Asia & Pacific,Lower middle,72118,10457,31442,603,4256,129,0.03031015,67862,474,0.006984763,4.339467141,0.008361297,0.057664722,0.135360346
NG-UK,NG,Sub-Saharan Africa,Lower middle,UK,Europe & Central Asia,High,28934,3944,11566,603,3020,143,0.047350993,25914,460,0.017751023,2.667507918,0.020840534,0.152890467,0.26111015
GR-IT,GR,Europe & Central Asia,High,IT,Europe & Central Asia,High,63976,12402,31436,602,6347,224,0.035292264,57629,378,0.006559198,5.380576417,0.009409779,0.048540558,0.201902278
RU-UA,RU,Europe & Central Asia,Upper middle,UA,Europe & Central Asia,Lower middle,267511,19827,85747,602,6737,151,0.022413537,260774,451,0.001729467,12.95979544,0.002250375,0.030362637,0.078568346
CH-ES,CH,Europe & Central Asia,High,ES,Europe & Central Asia,High,111420,26940,72388,602,8237,202,0.024523492,103183,400,0.003876608,6.326018575,0.00540298,0.022345954,0.113789578
FR-IL,FR,Europe & Central Asia,High,IL,Middle East & North Africa,High,376508,76371,193058,598,6048,136,0.022486772,370460,462,0.001247098,18.03127648,0.00158828,0.007830197,0.031327373
CN-FI,CN,East Asia & Pacific,Upper middle,FI,Europe & Central Asia,High,2019527,123439,635973,597,8000,208,0.026,2011527,389,0.000193385,134.4465347,0.000295614,0.004836397,0.01257915
MY-JP,MY,East Asia & Pacific,Upper middle,JP,East Asia & Pacific,High,72118,10457,31442,597,4412,208,0.047144152,67706,389,0.005745429,8.205506366,0.0082781,0.057090944,0.140321862
IN-ZA,IN,South Asia,Lower middle,ZA,Sub-Saharan Africa,Upper middle,437424,50061,117155,596,4333,129,0.029771521,433091,467,0.001078295,27.60980247,0.001362522,0.011905475,0.036985191
CA-IN,CA,North America,High,IN,South Asia,Lower middle,331986,58798,157507,592,4246,116,0.02731983,327740,476,0.001452371,18.81050677,0.001783208,0.01006837,0.026957532
CA-BE,CA,North America,High,BE,Europe & Central Asia,High,331986,58798,157507,591,6281,127,0.02021971,325705,464,0.001424602,14.19323432,0.001780196,0.010051362,0.039877593
US-UG,US,North America,High,UG,Sub-Saharan Africa,Low,2615677,243148,926952,591,5389,312,0.057895713,2610288,279,0.000106885,541.664825,0.000225945,0.002430618,0.005813678
CH-BE,CH,Europe & Central Asia,High,BE,Europe & Central Asia,High,111420,26940,72388,590,6356,175,0.02753304,105064,415,0.003949973,6.970436813,0.005295279,0.02190052,0.087804608
RU-SE,RU,Europe & Central Asia,Upper middle,SE,Europe & Central Asia,High,267511,19827,85747,584,5948,234,0.039340955,261563,350,0.00133811,29.40039485,0.002183088,0.029454784,0.069366858
RU-IT,RU,Europe & Central Asia,Upper middle,IT,Europe & Central Asia,High,267511,19827,85747,583,8774,253,0.028835195,258737,330,0.001275426,22.60827825,0.00217935,0.029404348,0.10232428
MX-DE,MX,Latin America & Caribbean,Upper middle,DE,Europe & Central Asia,High,82026,10119,37635,583,3775,128,0.033907285,78251,455,0.005814622,5.831382287,0.007107502,0.057614389,0.100305567
RO-FR,RO,Europe & Central Asia,Upper middle,FR,Europe & Central Asia,High,34906,3842,14724,579,3690,262,0.07100271,31216,317,0.010155049,6.99186308,0.016587406,0.150702759,0.250611247
EG-DE,EG,Middle East & North Africa,Lower middle,DE,Europe & Central Asia,High,68973,8576,26320,579,3629,171,0.047120419,65344,408,0.006243879,7.546658454,0.008394589,0.067513993,0.137879939
US-PH,US,North America,High,PH,East Asia & Pacific,Lower middle,2615677,243148,926952,578,4004,85,0.021228771,2611673,493,0.000188768,112.4596524,0.000220975,0.002377153,0.004319533
IT-CN,IT,Europe & Central Asia,High,CN,East Asia & Pacific,Upper middle,315823,59697,171682,578,10656,186,0.017454955,305167,392,0.001284543,13.58845979,0.001830139,0.009682229,0.062068242
IR-NL,IR,Middle East & North Africa,Lower middle,NL,Europe & Central Asia,High,155232,20341,59089,577,3475,94,0.02705036,151757,483,0.00318272,8.499133414,0.003717017,0.028366354,0.058809592
CZ-FR,CZ,Europe & Central Asia,High,FR,Europe & Central Asia,High,49125,6870,27795,574,5417,235,0.043381946,43708,339,0.007756017,5.593327681,0.011684478,0.083551674,0.194891167
UK-IL,UK,Europe & Central Asia,High,IL,Middle East & North Africa,High,620073,107707,294247,574,8421,151,0.017931362,611652,423,0.00069157,25.92849521,0.000925697,0.005329273,0.028618813
IN-NL,IN,South Asia,Lower middle,NL,Europe & Central Asia,High,437424,50061,117155,574,3359,88,0.026198273,434065,486,0.001119648,23.39866975,0.001312228,0.011466011,0.028671418
AT-IT,AT,Europe & Central Asia,High,IT,Europe & Central Asia,High,66139,14393,41426,573,7364,227,0.030825638,58775,346,0.005886857,5.236349386,0.008663572,0.039811019,0.177762758
DK-NL,DK,Europe & Central Asia,High,NL,Europe & Central Asia,High,61926,12340,39342,569,7131,219,0.03071098,54795,350,0.006387444,4.808023319,0.009188386,0.046110211,0.181256672
UK-KR,UK,Europe & Central Asia,High,KR,East Asia & Pacific,High,620073,107707,294247,569,6732,135,0.020053476,613341,434,0.0007076,28.34013591,0.000917634,0.005282851,0.022878738
AU-TH,AU,East Asia & Pacific,High,TH,East Asia & Pacific,Upper middle,223090,37804,111340,568,2616,103,0.039373089,220474,465,0.002109092,18.66826313,0.002546058,0.015024865,0.023495599
LB-FR,LB,Middle East & North Africa,Upper middle,FR,Europe & Central Asia,High,8216,2260,4693,565,1969,231,0.117318436,6247,334,0.053465664,2.194276252,0.068768257,0.25,0.419561048
FR-NO,FR,Europe & Central Asia,High,NO,Europe & Central Asia,High,376508,76371,193058,564,7029,105,0.014938114,369479,459,0.00124229,12.02466067,0.001497976,0.007385002,0.036408748
ES-AT,ES,Europe & Central Asia,High,AT,Europe & Central Asia,High,348691,47132,149667,563,7811,170,0.021764179,340880,393,0.001152898,18.87779451,0.00161461,0.011945175,0.052189193
UK-RU,UK,Europe & Central Asia,High,RU,Europe & Central Asia,Upper middle,620073,107707,294247,562,8747,175,0.020006859,611326,387,0.00063305,31.60391056,0.000906345,0.00521786,0.029726726
UK-IQ,UK,Europe & Central Asia,High,IQ,Middle East & North Africa,Upper middle,620073,107707,294247,561,1813,63,0.034749035,618260,498,0.000805486,43.1404382,0.000904732,0.005208575,0.00616149
GR-CY,GR,Europe & Central Asia,High,CY,Europe & Central Asia,High,63976,12402,31436,560,3231,151,0.046734757,60745,409,0.006733064,6.941082681,0.008753282,0.045154007,0.102780252
CA-EG,CA,North America,High,EG,Middle East & North Africa,Lower middle,331986,58798,157507,559,2526,103,0.04077593,329460,456,0.001384083,29.46060966,0.001683806,0.009507126,0.016037382
MY-US,MY,East Asia & Pacific,Upper middle,US,North America,High,72118,10457,31442,558,4643,163,0.035106612,67475,395,0.00585402,5.997009245,0.007737319,0.053361385,0.147668723
PE-US,PE,Latin America & Caribbean,Upper middle,US,North America,High,9358,1375,4592,556,2585,361,0.139651838,6773,195,0.028790787,4.850573823,0.059414405,0.404363636,0.56293554
RU-FI,RU,Europe & Central Asia,Upper middle,FI,Europe & Central Asia,High,267511,19827,85747,555,5653,254,0.044931895,261858,301,0.001149478,39.08895697,0.002074681,0.027992132,0.065926505
CN-AT,CN,East Asia & Pacific,Upper middle,AT,Europe & Central Asia,High,2019527,123439,635973,554,6601,163,0.024693228,2012926,391,0.000194245,127.1244022,0.000274322,0.004488047,0.010379371
CH-SE,CH,Europe & Central Asia,High,SE,Europe & Central Asia,High,111420,26940,72388,554,6099,165,0.027053615,105321,389,0.00369347,7.324714195,0.004972177,0.020564217,0.084254296
FR-VN,FR,Europe & Central Asia,High,VN,East Asia & Pacific,Lower middle,376508,76371,193058,553,1988,75,0.037726358,374520,478,0.0012763,29.55915409,0.00146876,0.007240968,0.010297424
IR-SE,IR,Middle East & North Africa,Lower middle,SE,Europe & Central Asia,High,155232,20341,59089,551,3446,115,0.033372026,151786,436,0.002872465,11.61790428,0.003549526,0.027088147,0.058318807
KE-US,KE,Sub-Saharan Africa,Lower middle,US,North America,High,8636,2009,6525,551,3463,389,0.112330349,5173,162,0.031316451,3.586943812,0.063802686,0.274265804,0.530727969
AR-FR,AR,Latin America & Caribbean,Upper middle,FR,Europe & Central Asia,High,46807,7366,24052,550,3505,177,0.050499287,43302,373,0.008613921,5.862520413,0.011750379,0.074667391,0.145725927
UK-NG,UK,Europe & Central Asia,High,NG,Sub-Saharan Africa,Lower middle,620073,107707,294247,549,2774,107,0.038572459,617299,442,0.000716023,53.87045268,0.00088538,0.005097162,0.009427454
AT-FR,AT,Europe & Central Asia,High,FR,Europe & Central Asia,High,66139,14393,41426,547,6144,190,0.030924479,59995,357,0.005950496,5.196958341,0.008270461,0.038004586,0.148312654
SA-UK,SA,Middle East & North Africa,High,UK,Europe & Central Asia,High,30776,5123,18245,547,3165,163,0.05150079,27611,384,0.013907501,3.703094556,0.01777359,0.106773375,0.173472184
RO-US,RO,Europe & Central Asia,Upper middle,US,North America,High,34906,3842,14724,544,3332,170,0.051020408,31574,374,0.011845189,4.307268362,0.015584713,0.14159292,0.226297202
NL-JP,NL,Europe & Central Asia,High,JP,East Asia & Pacific,High,171619,36327,103040,543,6639,147,0.022141889,164980,396,0.002400291,9.224668739,0.003163985,0.01494756,0.064431289
NO-DE,NO,Europe & Central Asia,High,DE,Europe & Central Asia,High,45792,6857,28470,539,6829,211,0.030897642,38963,328,0.008418243,3.670319638,0.011770615,0.078605804,0.239866526
IT-PT,IT,Europe & Central Asia,High,PT,Europe & Central Asia,High,315823,59697,171682,537,9548,143,0.014976959,306275,394,0.001286426,11.6423045,0.001700319,0.008995427,0.05561445
DE-TR,DE,Europe & Central Asia,High,TR,Europe & Central Asia,Upper middle,617925,99584,325627,536,7062,107,0.015151515,610863,429,0.000702285,21.57459207,0.000867419,0.005382391,0.021687391
DK-AU,DK,Europe & Central Asia,High,AU,East Asia & Pacific,High,61926,12340,39342,534,5160,200,0.03875969,56766,334,0.005883804,6.587522629,0.008623195,0.043273906,0.131157542
US-VN,US,North America,High,VN,East Asia & Pacific,Lower middle,2615677,243148,926952,532,3040,82,0.026973684,2612637,450,0.00017224,156.6054342,0.000203389,0.002187968,0.003279566
TR-NL,TR,Europe & Central Asia,Upper middle,NL,Europe & Central Asia,High,133062,13623,39929,527,2804,98,0.034950071,130258,429,0.003293464,10.61194963,0.00396056,0.038684578,0.070224649
FR-PL,FR,Europe & Central Asia,High,PL,Europe & Central Asia,High,376508,76371,193058,527,9763,174,0.017822391,366745,353,0.000962522,18.51635315,0.001399705,0.006900525,0.050570295
DE-PT,DE,Europe & Central Asia,High,PT,Europe & Central Asia,High,617925,99584,325627,527,9921,120,0.012095555,608004,407,0.000669403,18.06915418,0.000852854,0.005292015,0.030467375
DK-FR,DK,Europe & Central Asia,High,FR,Europe & Central Asia,High,61926,12340,39342,526,6214,196,0.03154168,55712,330,0.00592332,5.325000244,0.008494009,0.042625608,0.157948249
CN-SA,CN,East Asia & Pacific,Upper middle,SA,Middle East & North Africa,High,2019527,123439,635973,526,11633,161,0.013839938,2007894,365,0.000181783,76.13459914,0.000260457,0.004261214,0.018291657
MY-IQ,MY,East Asia & Pacific,Upper middle,IQ,Middle East & North Africa,Upper middle,72118,10457,31442,526,2231,131,0.058718064,69887,395,0.005651981,10.38893497,0.007293602,0.050301234,0.070956046
AR-BR,AR,Latin America & Caribbean,Upper middle,BR,Latin America & Caribbean,Upper middle,46807,7366,24052,525,5668,190,0.033521524,41139,335,0.008143125,4.116543254,0.011216271,0.071273418,0.235656078
US-BD,US,North America,High,BD,South Asia,Lower middle,2615677,243148,926952,525,3410,127,0.037243402,2612267,398,0.000152358,244.446506,0.000200713,0.002159179,0.003678723
KR-IN,KR,East Asia & Pacific,High,IN,South Asia,Lower middle,308842,28777,104711,524,6410,186,0.029017161,302432,338,0.001117607,25.96366255,0.00169666,0.018208986,0.061216109
NO-DK,NO,Europe & Central Asia,High,DK,Europe & Central Asia,High,45792,6857,28470,524,6409,237,0.036979248,39383,287,0.007287408,5.07440321,0.011443047,0.076418259,0.225114155
IE-CA,IE,Europe & Central Asia,High,CA,North America,High,41190,8333,22561,521,2653,108,0.040708632,38537,413,0.010716973,3.79851947,0.012648701,0.062522501,0.117592305
IT-IE,IT,Europe & Central Asia,High,IE,Europe & Central Asia,High,315823,59697,171682,517,5501,100,0.018178513,310322,417,0.001343766,13.52803959,0.001636993,0.008660402,0.032041798
BR-CH,BR,Latin America & Caribbean,Upper middle,CH,Europe & Central Asia,High,406687,33809,138687,515,4833,116,0.024001655,401854,399,0.000992898,24.1733363,0.00126633,0.01523263,0.034848255
CA-NZ,CA,North America,High,NZ,East Asia & Pacific,High,331986,58798,157507,514,3848,107,0.027806653,328138,407,0.001240332,22.41872098,0.001548258,0.008741794,0.02443066
DE-NZ,DE,Europe & Central Asia,High,NZ,East Asia & Pacific,High,617925,99584,325627,514,5345,111,0.020767072,612580,403,0.000657873,31.56698011,0.000831816,0.005161472,0.016414487
DE-KR,DE,Europe & Central Asia,High,KR,East Asia & Pacific,High,617925,99584,325627,514,7861,131,0.016664546,610064,383,0.000627803,26.54422949,0.000831816,0.005161472,0.024141119
JP-SG,JP,East Asia & Pacific,High,SG,East Asia & Pacific,High,931361,62618,201783,513,5050,95,0.018811881,926311,418,0.000451252,41.68816382,0.000550807,0.008192532,0.025026885
FR-IE,FR,Europe & Central Asia,High,IE,Europe & Central Asia,High,376508,76371,193058,513,4997,95,0.019011407,371511,418,0.001125135,16.89700184,0.001362521,0.006717209,0.025883413
US-MY,US,North America,High,MY,East Asia & Pacific,Upper middle,2615677,243148,926952,513,4991,66,0.013223803,2610686,447,0.000171219,77.23310281,0.000196125,0.002109826,0.005384313
CN-NO,CN,East Asia & Pacific,Upper middle,NO,Europe & Central Asia,High,2019527,123439,635973,509,7155,183,0.02557652,2012372,326,0.000161998,157.8818176,0.000252039,0.004123494,0.011250478
RU-NL,RU,Europe & Central Asia,Upper middle,NL,Europe & Central Asia,High,267511,19827,85747,507,5199,170,0.032698596,262312,337,0.00128473,25.45173319,0.001895249,0.025571191,0.060631859
TR-CA,TR,Europe & Central Asia,Upper middle,CA,North America,High,133062,13623,39929,507,2726,102,0.037417461,130336,405,0.003107353,12.04158583,0.003810254,0.037216472,0.068271181
MY-SA,MY,East Asia & Pacific,Upper middle,SA,Middle East & North Africa,High,72118,10457,31442,507,3981,135,0.033911078,68137,372,0.005459589,6.211287892,0.007030145,0.048484269,0.126614083
NL-AT,NL,Europe & Central Asia,High,AT,Europe & Central Asia,High,171619,36327,103040,506,7254,152,0.020953956,164365,354,0.002153743,9.729087712,0.002948391,0.013929034,0.070399845
PK-SA,PK,South Asia,Lower middle,SA,Middle East & North Africa,High,38170,8271,21168,504,5616,152,0.027065527,32554,352,0.010812803,2.503099909,0.013204087,0.0609358,0.265306122
IT-FI,IT,Europe & Central Asia,High,FI,Europe & Central Asia,High,315823,59697,171682,501,8301,170,0.02047946,307522,331,0.001076346,19.02684167,0.001586332,0.008392382,0.048351021
EG-UK,EG,Middle East & North Africa,Lower middle,UK,Europe & Central Asia,High,68973,8576,26320,501,3321,144,0.043360434,65652,357,0.005437763,7.973947302,0.007263712,0.058418843,0.126177812
CN-NZ,CN,East Asia & Pacific,Upper middle,NZ,East Asia & Pacific,High,2019527,123439,635973,500,8504,165,0.019402634,2011023,335,0.000166582,116.4750548,0.000247583,0.004050584,0.013371637
ZA-AU,ZA,Sub-Saharan Africa,Upper middle,AU,East Asia & Pacific,High,46536,7541,23548,499,3940,126,0.031979695,42596,373,0.008756691,3.652029776,0.010722881,0.066171595,0.167317819
IR-CH,IR,Middle East & North Africa,Lower middle,CH,Europe & Central Asia,High,155232,20341,59089,498,2198,81,0.036851683,153034,417,0.002724885,13.52412592,0.003208101,0.024482572,0.037198125
RO-DE,RO,Europe & Central Asia,Upper middle,DE,Europe & Central Asia,High,34906,3842,14724,497,3403,181,0.053188363,31503,316,0.010030791,5.302509513,0.01423824,0.129359708,0.231119261
GR-CH,GR,Europe & Central Asia,High,CH,Europe & Central Asia,High,63976,12402,31436,495,2986,113,0.037843269,60990,382,0.006263322,6.042044375,0.007737276,0.039912917,0.09498664
CA-DK,CA,North America,High,DK,Europe & Central Asia,High,331986,58798,157507,492,5528,118,0.021345876,326458,374,0.00114563,18.63243807,0.00148199,0.008367632,0.035096853
HR-US,HR,Europe & Central Asia,High,US,North America,High,16315,2224,8551,490,2512,176,0.070063694,13803,314,0.022748678,3.079901822,0.030033711,0.220323741,0.293766811
